True Label ID,True Label Name,Predicted ID,Predicted Name,Confidence,Correct
6,neutral,3,happy,0.9992,False
0,angry,2,fear,0.51,False
4,sad,6,neutral,0.728,False
6,neutral,6,neutral,0.943,True
5,surprise,2,fear,0.2802,False
3,happy,3,happy,0.9527,True
3,happy,6,neutral,0.6045,False
3,happy,3,happy,0.6494,True
5,surprise,5,surprise,0.9059,True
3,happy,3,happy,0.9937,True
0,angry,4,sad,0.7591,False
2,fear,6,neutral,0.3219,False
4,sad,4,sad,0.7296,True
2,fear,2,fear,0.5637,True
3,happy,3,happy,0.9968,True
2,fear,2,fear,0.453,True
2,fear,0,angry,0.3998,False
4,sad,3,happy,0.5879,False
5,surprise,0,angry,0.2238,False
0,angry,4,sad,0.53,False
4,sad,0,angry,0.3277,False
2,fear,2,fear,0.4533,True
5,surprise,5,surprise,0.8892,True
4,sad,3,happy,0.3889,False
5,surprise,5,surprise,0.2533,True
6,neutral,6,neutral,0.7912,True
3,happy,3,happy,0.4543,True
2,fear,3,happy,0.6023,False
2,fear,5,surprise,0.4448,False
2,fear,6,neutral,0.7295,False
4,sad,3,happy,0.3967,False
4,sad,3,happy,0.8265,False
6,neutral,4,sad,0.3168,False
0,angry,0,angry,0.4486,True
3,happy,3,happy,0.9936,True
6,neutral,6,neutral,0.7685,True
2,fear,0,angry,0.4169,False
0,angry,0,angry,0.8424,True
2,fear,4,sad,0.6255,False
3,happy,3,happy,0.987,True
3,happy,3,happy,0.7629,True
3,happy,3,happy,0.8528,True
6,neutral,5,surprise,0.4243,False
4,sad,6,neutral,0.4415,False
5,surprise,5,surprise,0.9576,True
3,happy,3,happy,0.9949,True
2,fear,5,surprise,0.6839,False
2,fear,6,neutral,0.4483,False
4,sad,4,sad,0.5508,True
6,neutral,6,neutral,0.7784,True
3,happy,4,sad,0.3291,False
3,happy,3,happy,0.9503,True
2,fear,0,angry,0.4272,False
6,neutral,6,neutral,0.9392,True
3,happy,3,happy,0.9959,True
2,fear,5,surprise,0.8095,False
4,sad,4,sad,0.4178,True
6,neutral,6,neutral,0.9012,True
2,fear,4,sad,0.3993,False
4,sad,0,angry,0.7223,False
3,happy,3,happy,0.7802,True
6,neutral,6,neutral,0.4261,True
2,fear,4,sad,0.3694,False
4,sad,4,sad,0.3646,True
0,angry,4,sad,0.5157,False
6,neutral,4,sad,0.4229,False
6,neutral,6,neutral,0.5426,True
3,happy,3,happy,0.9965,True
5,surprise,5,surprise,0.9356,True
4,sad,4,sad,0.4903,True
3,happy,3,happy,0.9978,True
5,surprise,5,surprise,0.5145,True
5,surprise,3,happy,0.8086,False
3,happy,3,happy,0.9938,True
3,happy,3,happy,0.9909,True
6,neutral,6,neutral,0.6377,True
6,neutral,0,angry,0.3373,False
3,happy,2,fear,0.4921,False
3,happy,3,happy,0.9804,True
0,angry,6,neutral,0.7694,False
2,fear,5,surprise,0.5099,False
6,neutral,6,neutral,0.6965,True
2,fear,2,fear,0.4652,True
6,neutral,6,neutral,0.413,True
4,sad,4,sad,0.8699,True
2,fear,5,surprise,0.3589,False
3,happy,3,happy,0.9992,True
6,neutral,6,neutral,0.4045,True
4,sad,4,sad,0.3686,True
4,sad,4,sad,0.3893,True
2,fear,6,neutral,0.8008,False
0,angry,4,sad,0.6363,False
3,happy,3,happy,0.9985,True
6,neutral,6,neutral,0.5822,True
5,surprise,5,surprise,0.4841,True
6,neutral,4,sad,0.7623,False
2,fear,4,sad,0.7878,False
5,surprise,2,fear,0.4855,False
4,sad,6,neutral,0.7875,False
4,sad,4,sad,0.7844,True
0,angry,4,sad,0.6594,False
0,angry,6,neutral,0.3606,False
0,angry,6,neutral,0.4823,False
0,angry,4,sad,0.5111,False
4,sad,4,sad,0.8987,True
6,neutral,6,neutral,0.9265,True
1,disgust,2,fear,0.3044,False
4,sad,5,surprise,0.6156,False
2,fear,5,surprise,0.5543,False
0,angry,6,neutral,0.4248,False
4,sad,6,neutral,0.6119,False
0,angry,6,neutral,0.6057,False
3,happy,3,happy,0.9995,True
5,surprise,5,surprise,0.7643,True
0,angry,2,fear,0.5242,False
0,angry,2,fear,0.3709,False
6,neutral,6,neutral,0.3942,True
3,happy,3,happy,0.9985,True
2,fear,6,neutral,0.787,False
5,surprise,2,fear,0.3398,False
6,neutral,6,neutral,0.9782,True
3,happy,3,happy,0.997,True
4,sad,6,neutral,0.4833,False
6,neutral,6,neutral,0.6784,True
6,neutral,6,neutral,0.6182,True
3,happy,3,happy,0.9529,True
6,neutral,6,neutral,0.5199,True
3,happy,3,happy,0.994,True
0,angry,4,sad,0.5429,False
0,angry,0,angry,0.5063,True
3,happy,3,happy,0.8941,True
3,happy,3,happy,0.9892,True
3,happy,3,happy,0.9376,True
5,surprise,3,happy,0.5647,False
3,happy,3,happy,0.9682,True
0,angry,4,sad,0.6214,False
6,neutral,5,surprise,0.4537,False
4,sad,4,sad,0.679,True
2,fear,2,fear,0.3076,True
0,angry,0,angry,0.8504,True
6,neutral,4,sad,0.42,False
4,sad,6,neutral,0.6916,False
3,happy,3,happy,0.9803,True
3,happy,6,neutral,0.7486,False
5,surprise,5,surprise,0.6459,True
4,sad,0,angry,0.4541,False
5,surprise,5,surprise,0.8934,True
6,neutral,6,neutral,0.9937,True
6,neutral,6,neutral,0.7377,True
2,fear,2,fear,0.5714,True
5,surprise,5,surprise,0.9852,True
6,neutral,6,neutral,0.5452,True
5,surprise,2,fear,0.4368,False
2,fear,4,sad,0.4543,False
6,neutral,6,neutral,0.8062,True
6,neutral,6,neutral,0.8279,True
6,neutral,6,neutral,0.4241,True
0,angry,0,angry,0.7739,True
3,happy,2,fear,0.4413,False
3,happy,3,happy,0.9897,True
3,happy,3,happy,0.738,True
5,surprise,3,happy,0.9688,False
3,happy,3,happy,0.9994,True
2,fear,3,happy,0.4332,False
2,fear,4,sad,0.6385,False
4,sad,6,neutral,0.4628,False
5,surprise,2,fear,0.406,False
0,angry,3,happy,0.4361,False
6,neutral,3,happy,0.9905,False
3,happy,3,happy,0.8302,True
0,angry,6,neutral,0.8045,False
5,surprise,3,happy,0.5584,False
2,fear,2,fear,0.3015,True
0,angry,6,neutral,0.6247,False
6,neutral,6,neutral,0.7601,True
3,happy,3,happy,0.9991,True
5,surprise,3,happy,0.6836,False
0,angry,4,sad,0.2785,False
3,happy,3,happy,0.5115,True
0,angry,5,surprise,0.6434,False
3,happy,4,sad,0.3569,False
0,angry,6,neutral,0.5291,False
4,sad,6,neutral,0.354,False
3,happy,3,happy,0.9805,True
4,sad,3,happy,0.3093,False
5,surprise,5,surprise,0.8431,True
2,fear,4,sad,0.5911,False
4,sad,6,neutral,0.4688,False
3,happy,3,happy,0.4897,True
3,happy,3,happy,0.9998,True
6,neutral,3,happy,0.4903,False
6,neutral,6,neutral,0.9201,True
2,fear,6,neutral,0.8199,False
5,surprise,5,surprise,0.8431,True
5,surprise,5,surprise,0.958,True
0,angry,0,angry,0.3902,True
0,angry,2,fear,0.4493,False
1,disgust,0,angry,0.5511,False
0,angry,0,angry,0.4104,True
3,happy,3,happy,0.9996,True
4,sad,2,fear,0.4485,False
3,happy,3,happy,0.8445,True
0,angry,0,angry,0.6629,True
3,happy,3,happy,0.4312,True
4,sad,4,sad,0.3409,True
3,happy,3,happy,0.9725,True
0,angry,2,fear,0.291,False
3,happy,3,happy,0.9622,True
3,happy,3,happy,0.9948,True
6,neutral,6,neutral,0.9141,True
5,surprise,0,angry,0.3623,False
3,happy,6,neutral,0.4413,False
6,neutral,6,neutral,0.7564,True
3,happy,3,happy,0.981,True
3,happy,3,happy,0.9065,True
4,sad,6,neutral,0.3846,False
4,sad,6,neutral,0.547,False
5,surprise,6,neutral,0.5372,False
6,neutral,0,angry,0.3584,False
3,happy,3,happy,0.9947,True
6,neutral,6,neutral,0.9416,True
3,happy,4,sad,0.3483,False
4,sad,0,angry,0.4749,False
4,sad,4,sad,0.4215,True
2,fear,2,fear,0.5327,True
0,angry,6,neutral,0.683,False
3,happy,3,happy,0.9962,True
3,happy,3,happy,0.9913,True
5,surprise,5,surprise,0.4138,True
5,surprise,5,surprise,0.9371,True
4,sad,3,happy,0.899,False
3,happy,3,happy,0.3541,True
5,surprise,2,fear,0.4007,False
2,fear,3,happy,0.4186,False
3,happy,3,happy,0.9897,True
6,neutral,6,neutral,0.6603,True
6,neutral,6,neutral,0.4938,True
0,angry,3,happy,0.4575,False
4,sad,4,sad,0.5631,True
2,fear,5,surprise,0.5525,False
0,angry,0,angry,0.3764,True
5,surprise,5,surprise,0.9571,True
5,surprise,5,surprise,0.956,True
0,angry,0,angry,0.6091,True
0,angry,3,happy,0.6034,False
3,happy,3,happy,0.9993,True
5,surprise,5,surprise,0.3902,True
6,neutral,6,neutral,0.9689,True
3,happy,3,happy,0.9118,True
3,happy,6,neutral,0.5322,False
6,neutral,2,fear,0.2881,False
6,neutral,6,neutral,0.5439,True
3,happy,4,sad,0.5439,False
4,sad,6,neutral,0.754,False
6,neutral,6,neutral,0.4946,True
2,fear,0,angry,0.581,False
4,sad,5,surprise,0.2693,False
5,surprise,5,surprise,0.7125,True
0,angry,0,angry,0.4324,True
4,sad,4,sad,0.7546,True
3,happy,3,happy,0.9542,True
3,happy,6,neutral,0.7845,False
0,angry,4,sad,0.6012,False
0,angry,0,angry,0.432,True
2,fear,4,sad,0.4975,False
6,neutral,4,sad,0.4009,False
3,happy,3,happy,0.8383,True
3,happy,3,happy,0.9986,True
6,neutral,6,neutral,0.6727,True
3,happy,3,happy,0.9427,True
5,surprise,3,happy,0.7688,False
4,sad,4,sad,0.4856,True
3,happy,3,happy,0.8847,True
6,neutral,2,fear,0.4148,False
3,happy,3,happy,0.994,True
5,surprise,5,surprise,0.7475,True
6,neutral,6,neutral,0.8311,True
0,angry,4,sad,0.4211,False
0,angry,0,angry,0.667,True
0,angry,3,happy,0.6272,False
5,surprise,5,surprise,0.9062,True
3,happy,3,happy,0.9406,True
4,sad,6,neutral,0.615,False
0,angry,0,angry,0.3194,True
0,angry,0,angry,0.3707,True
4,sad,3,happy,0.9258,False
3,happy,3,happy,0.9953,True
5,surprise,5,surprise,0.8805,True
2,fear,5,surprise,0.3725,False
6,neutral,3,happy,0.9944,False
0,angry,4,sad,0.3054,False
1,disgust,0,angry,0.4259,False
3,happy,3,happy,0.9998,True
5,surprise,5,surprise,0.8023,True
4,sad,6,neutral,0.3425,False
0,angry,3,happy,0.4586,False
2,fear,2,fear,0.504,True
6,neutral,4,sad,0.4814,False
4,sad,6,neutral,0.7313,False
2,fear,5,surprise,0.6079,False
2,fear,3,happy,0.9927,False
0,angry,4,sad,0.3717,False
5,surprise,5,surprise,0.5119,True
5,surprise,5,surprise,0.666,True
6,neutral,2,fear,0.3077,False
3,happy,3,happy,0.9827,True
5,surprise,6,neutral,0.2954,False
2,fear,0,angry,0.4307,False
0,angry,0,angry,0.8491,True
6,neutral,6,neutral,0.9533,True
2,fear,6,neutral,0.3652,False
5,surprise,5,surprise,0.6683,True
4,sad,5,surprise,0.3931,False
3,happy,3,happy,0.942,True
0,angry,2,fear,0.3458,False
4,sad,4,sad,0.5466,True
0,angry,4,sad,0.3234,False
3,happy,3,happy,0.9385,True
0,angry,4,sad,0.523,False
0,angry,6,neutral,0.5446,False
5,surprise,5,surprise,0.8769,True
4,sad,4,sad,0.4835,True
5,surprise,2,fear,0.339,False
3,happy,4,sad,0.4755,False
0,angry,4,sad,0.497,False
0,angry,0,angry,0.8799,True
4,sad,4,sad,0.4548,True
3,happy,3,happy,0.5036,True
6,neutral,3,happy,0.7599,False
3,happy,5,surprise,0.7373,False
3,happy,3,happy,0.9936,True
4,sad,0,angry,0.2819,False
6,neutral,6,neutral,0.6821,True
4,sad,4,sad,0.3843,True
3,happy,3,happy,0.9192,True
4,sad,0,angry,0.6268,False
4,sad,4,sad,0.6482,True
0,angry,2,fear,0.5458,False
6,neutral,6,neutral,0.8775,True
0,angry,4,sad,0.4756,False
5,surprise,5,surprise,0.8515,True
4,sad,6,neutral,0.5134,False
3,happy,3,happy,0.9988,True
6,neutral,6,neutral,0.4608,True
3,happy,3,happy,0.9988,True
2,fear,0,angry,0.4897,False
2,fear,0,angry,0.7725,False
5,surprise,5,surprise,0.8921,True
6,neutral,6,neutral,0.319,True
6,neutral,6,neutral,0.8418,True
0,angry,2,fear,0.3955,False
6,neutral,6,neutral,0.8973,True
0,angry,4,sad,0.5089,False
3,happy,3,happy,0.5367,True
2,fear,3,happy,0.7193,False
0,angry,0,angry,0.3453,True
0,angry,4,sad,0.566,False
6,neutral,6,neutral,0.8864,True
6,neutral,0,angry,0.4541,False
5,surprise,5,surprise,0.8234,True
6,neutral,0,angry,0.2253,False
1,disgust,4,sad,0.4565,False
5,surprise,2,fear,0.4549,False
0,angry,4,sad,0.3663,False
4,sad,6,neutral,0.5282,False
5,surprise,5,surprise,0.9216,True
3,happy,3,happy,0.9946,True
0,angry,2,fear,0.3655,False
4,sad,2,fear,0.2427,False
6,neutral,6,neutral,0.4159,True
4,sad,2,fear,0.5796,False
2,fear,6,neutral,0.5146,False
6,neutral,4,sad,0.6057,False
4,sad,4,sad,0.5815,True
0,angry,5,surprise,0.4751,False
3,happy,3,happy,0.8535,True
4,sad,4,sad,0.4101,True
6,neutral,6,neutral,0.6587,True
2,fear,4,sad,0.3343,False
6,neutral,6,neutral,0.9926,True
0,angry,0,angry,0.4362,True
2,fear,0,angry,0.5762,False
6,neutral,2,fear,0.6075,False
2,fear,4,sad,0.5225,False
6,neutral,6,neutral,0.667,True
6,neutral,6,neutral,0.5512,True
0,angry,0,angry,0.3404,True
2,fear,2,fear,0.5364,True
2,fear,2,fear,0.7973,True
3,happy,3,happy,0.6926,True
2,fear,4,sad,0.5625,False
4,sad,4,sad,0.8626,True
5,surprise,5,surprise,0.7186,True
0,angry,0,angry,0.4491,True
3,happy,3,happy,0.9977,True
0,angry,3,happy,0.2621,False
2,fear,2,fear,0.4952,True
6,neutral,2,fear,0.3574,False
6,neutral,4,sad,0.5668,False
0,angry,0,angry,0.4088,True
3,happy,3,happy,0.9955,True
5,surprise,3,happy,0.571,False
0,angry,2,fear,0.6255,False
4,sad,2,fear,0.3667,False
0,angry,6,neutral,0.4966,False
2,fear,4,sad,0.5187,False
2,fear,2,fear,0.718,True
4,sad,4,sad,0.4563,True
3,happy,3,happy,0.922,True
3,happy,3,happy,0.9995,True
2,fear,2,fear,0.5316,True
0,angry,6,neutral,0.7968,False
4,sad,4,sad,0.4928,True
6,neutral,6,neutral,0.623,True
5,surprise,5,surprise,0.9294,True
6,neutral,6,neutral,0.839,True
4,sad,4,sad,0.5204,True
2,fear,3,happy,0.2451,False
0,angry,4,sad,0.4141,False
2,fear,0,angry,0.4387,False
3,happy,3,happy,0.9941,True
0,angry,0,angry,0.6869,True
5,surprise,2,fear,0.4759,False
4,sad,0,angry,0.4059,False
3,happy,3,happy,0.8012,True
6,neutral,6,neutral,0.9339,True
3,happy,3,happy,0.7261,True
3,happy,3,happy,0.8501,True
5,surprise,6,neutral,0.3745,False
3,happy,3,happy,0.9958,True
3,happy,3,happy,0.9991,True
3,happy,3,happy,0.9208,True
0,angry,6,neutral,0.6018,False
0,angry,2,fear,0.3602,False
2,fear,2,fear,0.2489,True
5,surprise,5,surprise,0.7324,True
1,disgust,6,neutral,0.6186,False
3,happy,3,happy,0.9967,True
2,fear,2,fear,0.7482,True
4,sad,2,fear,0.4808,False
1,disgust,4,sad,0.4316,False
6,neutral,3,happy,0.6256,False
0,angry,0,angry,0.8995,True
3,happy,3,happy,0.9996,True
0,angry,6,neutral,0.8293,False
2,fear,0,angry,0.6409,False
0,angry,5,surprise,0.5133,False
3,happy,4,sad,0.7443,False
2,fear,4,sad,0.6847,False
2,fear,3,happy,0.9039,False
3,happy,3,happy,0.8819,True
5,surprise,2,fear,0.4837,False
1,disgust,0,angry,0.4279,False
3,happy,3,happy,0.9987,True
5,surprise,5,surprise,0.9589,True
4,sad,4,sad,0.7367,True
6,neutral,0,angry,0.3986,False
2,fear,4,sad,0.7451,False
3,happy,6,neutral,0.6989,False
4,sad,4,sad,0.7985,True
2,fear,5,surprise,0.929,False
0,angry,0,angry,0.3951,True
0,angry,0,angry,0.6271,True
6,neutral,6,neutral,0.48,True
2,fear,6,neutral,0.351,False
4,sad,4,sad,0.5239,True
5,surprise,5,surprise,0.9044,True
0,angry,0,angry,0.6469,True
3,happy,3,happy,0.3231,True
5,surprise,5,surprise,0.6383,True
0,angry,4,sad,0.5604,False
3,happy,3,happy,0.9996,True
3,happy,3,happy,0.7312,True
0,angry,6,neutral,0.6966,False
4,sad,6,neutral,0.822,False
3,happy,3,happy,0.9816,True
0,angry,0,angry,0.4946,True
4,sad,4,sad,0.8337,True
6,neutral,6,neutral,0.9577,True
3,happy,3,happy,0.8531,True
0,angry,0,angry,0.3323,True
4,sad,6,neutral,0.5455,False
6,neutral,6,neutral,0.5988,True
2,fear,4,sad,0.6587,False
3,happy,3,happy,0.9551,True
3,happy,3,happy,0.8536,True
0,angry,0,angry,0.528,True
4,sad,4,sad,0.5448,True
6,neutral,3,happy,0.6641,False
0,angry,4,sad,0.744,False
0,angry,6,neutral,0.504,False
2,fear,0,angry,0.3759,False
0,angry,3,happy,0.3973,False
2,fear,0,angry,0.7043,False
3,happy,3,happy,0.9735,True
2,fear,2,fear,0.2693,True
3,happy,3,happy,0.6563,True
3,happy,3,happy,0.9822,True
1,disgust,4,sad,0.4217,False
4,sad,4,sad,0.4364,True
2,fear,4,sad,0.512,False
6,neutral,3,happy,0.8053,False
3,happy,3,happy,1.0,True
2,fear,2,fear,0.6073,True
3,happy,3,happy,0.9997,True
4,sad,6,neutral,0.4888,False
5,surprise,2,fear,0.5081,False
2,fear,0,angry,0.6948,False
3,happy,3,happy,0.6093,True
0,angry,0,angry,0.6607,True
4,sad,6,neutral,0.7674,False
2,fear,2,fear,0.3557,True
6,neutral,6,neutral,0.9048,True
2,fear,3,happy,0.3525,False
3,happy,3,happy,0.9921,True
3,happy,6,neutral,0.5372,False
2,fear,0,angry,0.6897,False
2,fear,4,sad,0.3328,False
2,fear,5,surprise,0.6163,False
6,neutral,4,sad,0.6668,False
6,neutral,3,happy,0.3886,False
4,sad,4,sad,0.7371,True
4,sad,4,sad,0.4951,True
2,fear,4,sad,0.6524,False
3,happy,6,neutral,0.4594,False
4,sad,6,neutral,0.35,False
3,happy,3,happy,0.9546,True
3,happy,3,happy,0.6001,True
0,angry,0,angry,0.4031,True
0,angry,6,neutral,0.452,False
4,sad,3,happy,0.4976,False
3,happy,3,happy,0.9962,True
6,neutral,6,neutral,0.5385,True
2,fear,4,sad,0.4215,False
0,angry,4,sad,0.4744,False
3,happy,3,happy,0.9857,True
2,fear,5,surprise,0.5487,False
5,surprise,0,angry,0.328,False
3,happy,3,happy,0.991,True
6,neutral,6,neutral,0.513,True
4,sad,4,sad,0.8163,True
2,fear,4,sad,0.4028,False
3,happy,3,happy,0.9808,True
6,neutral,4,sad,0.6164,False
5,surprise,5,surprise,0.684,True
5,surprise,3,happy,0.3585,False
5,surprise,5,surprise,0.8297,True
6,neutral,3,happy,0.6749,False
3,happy,3,happy,0.4293,True
3,happy,3,happy,0.8791,True
4,sad,4,sad,0.7043,True
2,fear,4,sad,0.5773,False
6,neutral,6,neutral,0.5988,True
3,happy,3,happy,0.9947,True
1,disgust,2,fear,0.3314,False
2,fear,6,neutral,0.2534,False
5,surprise,5,surprise,0.9063,True
0,angry,3,happy,0.9999,False
5,surprise,5,surprise,0.8678,True
4,sad,4,sad,0.7672,True
0,angry,4,sad,0.7203,False
3,happy,3,happy,0.9802,True
0,angry,0,angry,0.4199,True
3,happy,3,happy,0.9969,True
0,angry,4,sad,0.4115,False
0,angry,6,neutral,0.7594,False
6,neutral,4,sad,0.6141,False
0,angry,6,neutral,0.4351,False
4,sad,4,sad,0.6647,True
3,happy,3,happy,0.9914,True
3,happy,3,happy,0.9451,True
4,sad,4,sad,0.6492,True
4,sad,6,neutral,0.3961,False
3,happy,6,neutral,0.4122,False
2,fear,0,angry,0.4087,False
4,sad,4,sad,0.369,True
5,surprise,5,surprise,0.8793,True
4,sad,4,sad,0.6151,True
3,happy,3,happy,0.9682,True
0,angry,2,fear,0.2608,False
4,sad,4,sad,0.5834,True
2,fear,5,surprise,0.4564,False
3,happy,5,surprise,0.5862,False
5,surprise,5,surprise,0.6833,True
6,neutral,4,sad,0.3362,False
3,happy,3,happy,0.991,True
4,sad,0,angry,0.4169,False
6,neutral,3,happy,0.9855,False
5,surprise,5,surprise,0.4077,True
4,sad,6,neutral,0.5578,False
4,sad,4,sad,0.3975,True
2,fear,0,angry,0.4906,False
4,sad,4,sad,0.4064,True
0,angry,3,happy,0.4829,False
0,angry,0,angry,0.5279,True
3,happy,3,happy,0.952,True
6,neutral,6,neutral,0.5819,True
3,happy,3,happy,0.7489,True
6,neutral,6,neutral,0.6188,True
3,happy,3,happy,0.9577,True
4,sad,4,sad,0.6494,True
3,happy,3,happy,0.9718,True
6,neutral,6,neutral,0.8678,True
2,fear,4,sad,0.3609,False
0,angry,0,angry,0.6553,True
3,happy,3,happy,0.9897,True
6,neutral,3,happy,0.9797,False
6,neutral,4,sad,0.5662,False
0,angry,0,angry,0.758,True
2,fear,0,angry,0.6845,False
2,fear,4,sad,0.5197,False
2,fear,4,sad,0.3929,False
5,surprise,5,surprise,0.7105,True
6,neutral,6,neutral,0.7484,True
6,neutral,6,neutral,0.8431,True
3,happy,3,happy,0.9942,True
6,neutral,6,neutral,0.553,True
6,neutral,4,sad,0.5207,False
3,happy,0,angry,0.2371,False
2,fear,0,angry,0.8475,False
5,surprise,6,neutral,0.2783,False
6,neutral,0,angry,0.4086,False
6,neutral,6,neutral,0.9235,True
3,happy,3,happy,0.8416,True
6,neutral,6,neutral,0.9802,True
3,happy,3,happy,0.983,True
3,happy,3,happy,0.9987,True
0,angry,2,fear,0.4947,False
